OBJECTNUMMER;Boomsoort;Wetenschappelijke_naam;Plantjaar;Stamomtrek;Stamdiameter;Beschermwaarde;Toelichting;Referentienummer_stadsdeel;Volgnummer;Groep;SELECTIE_CAT;Foto;Vastgesteld;Achtergrond;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
619;"Noordse bol esdoorn";"Acer pl. `Globosum`";1960;"100-200 cm";"";"Beeldbepalende waarde";"";"349";"N006";"Monumentale boom";"BOOM_50_80";"349.jpg";"Ja";"";"POINT(4.8990281,52.4135558)";"POINT(52.4135558,4.8990281)";4.8990281;52.4135558;
620;"Noordse bol esdoorn";"Acer pl. `Globosum`";1960;"100-200 cm";"";"Beeldbepalende waarde";"";"350";"N007";"Monumentale boom";"BOOM_50_80";"350.jpg";"Ja";"";"POINT(4.8991868,52.4135291)";"POINT(52.4135291,4.8991868)";4.8991868;52.4135291;
621;"Dubbelbloemige paardenkastanje";"Aesculus hippocastanum `Baumannii`";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"633";"N008";"Monumentale boom";"BOOM_50_80";"633.jpg";"Ja";"";"POINT(4.892319,52.410874)";"POINT(52.410874,4.892319)";4.892319;52.410874;
622;"Dubbelbloemige paardenkastanje";"Aesculus hippocastanum `Baumannii`";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"634";"N009";"Monumentale boom";"BOOM_50_80";"634.jpg";"Ja";"";"POINT(4.8924029,52.4108283)";"POINT(52.4108283,4.8924029)";4.8924029;52.4108283;
623;"Rode paardenkastanje";"Aesculus x carnea";1960;"200-300 cm";"";"Beeldbepalende waarde";"";"637";"N010";"Monumentale boom";"BOOM_50_80";"637.jpg";"Ja";"";"POINT(4.8919618,52.4105574)";"POINT(52.4105574,4.8919618)";4.8919618;52.4105574;
624;"Gewone vleugelnoot";"Pterocarya fraxinifolia";1950;"300-400 cm";"";"Beeldbepalende waarde";"";"688";"N011";"Monumentale boom";"BOOM_50_80";"688.jpg";"Ja";"";"POINT(4.892185,52.4114615)";"POINT(52.4114615,4.892185)";4.892185;52.4114615;
625;"Gewone es";"Fraxinus excelsior `Westhofs Glorie`";1925;"200-300 cm";"";"Beeldbepalende waarde";"";"1174";"N012";"Monumentale boom";"BOOM_80_100";"1174.jpg";"Ja";"";"POINT(4.8935001,52.4145018)";"POINT(52.4145018,4.8935001)";4.8935001;52.4145018;
626;"Zilveresdoorn";"Acer saccharinum `Wieri`";1960;"200-300 cm";"";"Beeldbepalende waarde";"";"1199";"N013";"Monumentale boom";"BOOM_50_80";"1199.jpg";"Ja";"";"POINT(4.891,52.4151694)";"POINT(52.4151694,4.891)";4.891;52.4151694;
627;"Japanse notenboom";"Ginkgo biloba";1935;"100-200 cm";"";"Beeldbepalende waarde";"";"1492";"N015";"Monumentale boom";"BOOM_50_80";"1492.jpg";"Ja";"";"POINT(4.8894021,52.4110076)";"POINT(52.4110076,4.8894021)";4.8894021;52.4110076;
628;"Kolchische esdoorn";"Acer cappadocicum";1935;"100-200 cm";"";"Beeldbepalende waarde";"";"1503";"N016";"Monumentale boom";"BOOM_50_80";"1503.jpg";"Ja";"";"POINT(4.8902152,52.4106452)";"POINT(52.4106452,4.8902152)";4.8902152;52.4106452;
629;"Zilveresdoorn";"Acer saccharinum";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"2898";"N019";"Monumentale boom";"BOOM_50_80";"2898.jpg";"Ja";"";"POINT(4.8999059,52.4095923)";"POINT(52.4095923,4.8999059)";4.8999059;52.4095923;
630;"Hollandse iep";"Ulmus xhollandica `Belgica`";1955;"200-300 cm";"";"Beeldbepalende waarde";"";"3685";"N020";"Monumentale boom";"BOOM_50_80";"3685.jpg";"Ja";"";"POINT(4.9069512,52.3913275)";"POINT(52.3913275,4.9069512)";4.9069512;52.3913275;
631;"Hollandse iep";"Ulmus xhollandica `Belgica`";1930;"200-300 cm";"";"Beeldbepalende waarde";"";"3699";"N021";"Monumentale boom";"BOOM_80_100";"3699.jpg";"Ja";"";"POINT(4.9077132,52.3916518)";"POINT(52.3916518,4.9077132)";4.9077132;52.3916518;
632;"Hollandse iep";"Ulmus xhollandica `Belgica`";1930;"200-300 cm";"";"Beeldbepalende waarde";"";"3700";"N022";"Monumentale boom";"BOOM_80_100";"3700.jpg";"Ja";"";"POINT(4.9077742,52.3915869)";"POINT(52.3915869,4.9077742)";4.9077742;52.3915869;
633;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"200-300 cm";"";"Beeldbepalende waarde";"";"3992";"N023";"Monumentale boom";"BOOM_50_80";"3992.jpg";"Ja";"";"POINT(4.9062731,52.3845221)";"POINT(52.3845221,4.9062731)";4.9062731;52.3845221;
634;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"4210";"N024";"Monumentale boom";"BOOM_50_80";"4210.jpg";"Ja";"";"POINT(4.9170911,52.3892905)";"POINT(52.3892905,4.9170911)";4.9170911;52.3892905;
635;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"4215";"N025";"Monumentale boom";"BOOM_50_80";"4215.jpg";"Ja";"";"POINT(4.916394,52.3887984)";"POINT(52.3887984,4.916394)";4.916394;52.3887984;
636;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"4216";"N026";"Monumentale boom";"BOOM_50_80";"4216.jpg";"Ja";"";"POINT(4.9162338,52.3886916)";"POINT(52.3886916,4.9162338)";4.9162338;52.3886916;
637;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"4217";"N027";"Monumentale boom";"BOOM_50_80";"4217.jpg";"Ja";"";"POINT(4.9160969,52.3885924)";"POINT(52.3885924,4.9160969)";4.9160969;52.3885924;
638;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"4221";"N028";"Monumentale boom";"BOOM_50_80";"4221.jpg";"Ja";"";"POINT(4.9155018,52.3881728)";"POINT(52.3881728,4.9155018)";4.9155018;52.3881728;
639;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"4222";"N029";"Monumentale boom";"BOOM_50_80";"4222.jpg";"Ja";"";"POINT(4.9153492,52.3880622)";"POINT(52.3880622,4.9153492)";4.9153492;52.3880622;
640;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"4223";"N030";"Monumentale boom";"BOOM_50_80";"4223.jpg";"Ja";"";"POINT(4.9152148,52.3879706)";"POINT(52.3879706,4.9152148)";4.9152148;52.3879706;
641;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"100-200 cm";"";"Beeldbepalende waarde";"";"4224";"N031";"Monumentale boom";"BOOM_50_80";"4224.jpg";"Ja";"";"POINT(4.915065,52.3878676)";"POINT(52.3878676,4.915065)";4.915065;52.3878676;
642;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"4226";"N032";"Monumentale boom";"BOOM_50_80";"4226.jpg";"Ja";"";"POINT(4.9149001,52.3877455)";"POINT(52.3877455,4.9149001)";4.9149001;52.3877455;
643;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"200-300 cm";"";"Beeldbepalende waarde";"";"4227";"N033";"Monumentale boom";"BOOM_50_80";"4227.jpg";"Ja";"";"POINT(4.9147789,52.3876616)";"POINT(52.3876616,4.9147789)";4.9147789;52.3876616;
644;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"200-300 cm";"";"Beeldbepalende waarde";"";"4297";"N034";"Monumentale boom";"BOOM_50_80";"4297.jpg";"Ja";"";"POINT(4.9152219,52.387879)";"POINT(52.387879,4.9152219)";4.9152219;52.387879;
645;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"4298";"N035";"Monumentale boom";"BOOM_50_80";"4298.jpg";"Ja";"";"POINT(4.9153569,52.3879744)";"POINT(52.3879744,4.9153569)";4.9153569;52.3879744;
646;"Hollandse iep";"Ulmus xhollandica `Belgica`";1960;"300-400 cm";"";"Beeldbepalende waarde";"";"4306";"N036";"Monumentale boom";"BOOM_50_80";"4306.jpg";"Ja";"";"POINT(4.9163968,52.388703)";"POINT(52.388703,4.9163968)";4.9163968;52.388703;
647;"Gladde iep";"Ulmus minor `Sarniensis`";1930;"100-200 cm";"";"Beeldbepalende waarde";"";"4554";"N037";"Monumentale boom";"BOOM_80_100";"4554.jpg";"Ja";"";"POINT(4.9153969,52.3899199)";"POINT(52.3899199,4.9153969)";4.9153969;52.3899199;
648;"Gladde iep";"Ulmus minor `Sarniensis`";1930;"100-200 cm";"";"Beeldbepalende waarde";"";"4555";"N038";"Monumentale boom";"BOOM_80_100";"4555.jpg";"Ja";"";"POINT(4.915252,52.3897711)";"POINT(52.3897711,4.915252)";4.915252;52.3897711;
649;"Gladde iep";"Ulmus minor `Sarniensis`";1930;"100-200 cm";"";"Beeldbepalende waarde";"";"4556";"N039";"Monumentale boom";"BOOM_80_100";"4556.jpg";"Ja";"";"POINT(4.9151089,52.3896376)";"POINT(52.3896376,4.9151089)";4.9151089;52.3896376;
650;"Gladde iep";"Ulmus minor `Sarniensis`";1930;"100-200 cm";"";"Beeldbepalende waarde";"";"4557";"N040";"Monumentale boom";"BOOM_80_100";"4557.jpg";"Ja";"";"POINT(4.9149158,52.3895156)";"POINT(52.3895156,4.9149158)";4.9149158;52.3895156;
651;"Gladde iep";"Ulmus minor `Sarniensis`";1930;"100-200 cm";"";"Beeldbepalende waarde";"";"4558";"N041";"Monumentale boom";"BOOM_80_100";"4558.jpg";"Ja";"";"POINT(4.9146721,52.3893897)";"POINT(52.3893897,4.9146721)";4.9146721;52.3893897;
652;"Gladde iep";"Ulmus minor `Sarniensis`";1930;"200-300 cm";"";"Beeldbepalende waarde";"";"4559";"N042";"Monumentale boom";"BOOM_80_100";"4559.jpg";"Ja";"";"POINT(4.9144499,52.3892676)";"POINT(52.3892676,4.9144499)";4.9144499;52.3892676;
653;"Gladde iep";"Ulmus minor `Sarniensis`";1930;"100-200 cm";"";"Beeldbepalende waarde";"";"4560";"N043";"Monumentale boom";"BOOM_80_100";"4560.jpg";"Ja";"";"POINT(4.9142358,52.3891608)";"POINT(52.3891608,4.9142358)";4.9142358;52.3891608;
654;"Gladde iep";"Ulmus minor `Sarniensis`";1930;"200-300 cm";"";"Beeldbepalende waarde";"";"4561";"N044";"Monumentale boom";"BOOM_80_100";"4561.jpg";"Ja";"";"POINT(4.9139769,52.3890273)";"POINT(52.3890273,4.9139769)";4.9139769;52.3890273;
655;"Gladde iep";"Ulmus minor `Sarniensis`";1930;"100-200 cm";"";"Beeldbepalende waarde";"";"4562";"N045";"Monumentale boom";"BOOM_80_100";"4562.jpg";"Ja";"";"POINT(4.9137332,52.3889472)";"POINT(52.3889472,4.9137332)";4.9137332;52.3889472;
656;"Gladde iep";"Ulmus minor `Sarniensis`";1930;"100-200 cm";"";"Beeldbepalende waarde";"";"4563";"N046";"Monumentale boom";"BOOM_80_100";"4563.jpg";"Ja";"";"POINT(4.9134691,52.3888899)";"POINT(52.3888899,4.9134691)";4.9134691;52.3888899;
657;"Zomereik";"Quercus robur";1930;"200-300 cm";"";"Beeldbepalende waarde";"";"7457";"N047";"Monumentale boom";"BOOM_80_100";"7457.jpg";"Ja";"";"POINT(4.918875,52.394715)";"POINT(52.394715,4.918875)";4.918875;52.394715;
658;"Zwarte els";"Alnus glutinosa `Laciniata`";1955;"200-300 cm";"";"Beeldbepalende waarde";"";"7469";"N048";"Monumentale boom";"BOOM_50_80";"7469.jpg";"Ja";"";"POINT(4.9195721,52.3943221)";"POINT(52.3943221,4.9195721)";4.9195721;52.3943221;
659;"Hollandse iep";"Ulmus xhollandica `Belgica`";1945;"300-400 cm";"";"Beeldbepalende waarde";"";"8647";"N049";"Monumentale boom";"BOOM_50_80";"8647.jpg";"Ja";"";"POINT(4.918864,52.4002997)";"POINT(52.4002997,4.918864)";4.918864;52.4002997;
660;"Hollandse iep";"Ulmus xhollandica `Belgica`";1945;"200-300 cm";"";"Beeldbepalende waarde";"";"8649";"N050";"Monumentale boom";"BOOM_50_80";"8649.jpg";"Ja";"";"POINT(4.9200122,52.3999678)";"POINT(52.3999678,4.9200122)";4.9200122;52.3999678;
661;"Hollandse iep";"Ulmus xhollandica `Belgica`";1945;"300-400 cm";"";"Beeldbepalende waarde";"";"8655";"N051";"Monumentale boom";"BOOM_50_80";"8655.jpg";"Ja";"";"POINT(4.9168298,52.400788)";"POINT(52.400788,4.9168298)";4.9168298;52.400788;
662;"Hollandse iep";"Ulmus xhollandica";1945;"200-300 cm";"";"Beeldbepalende waarde";"";"8656";"N052";"Monumentale boom";"BOOM_50_80";"8656.jpg";"Ja";"";"POINT(4.9169128,52.4007689)";"POINT(52.4007689,4.9169128)";4.9169128;52.4007689;
663;"Veldiep";"Ulmus carpinifolia";1945;"200-300 cm";"";"Beeldbepalende waarde";"";"8669";"N053";"Monumentale boom";"BOOM_50_80";"8669.jpg";"Ja";"";"POINT(4.9195511,52.400128)";"POINT(52.400128,4.9195511)";4.9195511;52.400128;
664;"Gewone vleugelnoot";"Pterocarya fraxinifolia";1950;"300-400 cm";"";"Beeldbepalende waarde";"";"12595";"N054";"Monumentale boom";"BOOM_50_80";"12595.jpg";"Ja";"";"POINT(4.9285781,52.393933)";"POINT(52.393933,4.9285781)";4.9285781;52.393933;
665;"Gewone plataan";"Platanus xhispanica";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"12615";"N055";"Monumentale boom";"BOOM_50_80";"12615.jpg";"Ja";"";"POINT(4.9298928,52.3924834)";"POINT(52.3924834,4.9298928)";4.9298928;52.3924834;
666;"Gewone plataan";"Platanus xhispanica";1950;"100-200 cm";"";"Beeldbepalende waarde";"";"12616";"N056";"Monumentale boom";"BOOM_50_80";"12616.jpg";"Ja";"";"POINT(4.9301059,52.3924986)";"POINT(52.3924986,4.9301059)";4.9301059;52.3924986;
667;"Gewone plataan";"Platanus xhispanica";1950;"100-200 cm";"";"Beeldbepalende waarde";"";"12617";"N057";"Monumentale boom";"BOOM_50_80";"12617.jpg";"Ja";"";"POINT(4.9303052,52.3925139)";"POINT(52.3925139,4.9303052)";4.9303052;52.3925139;
668;"Gewone plataan";"Platanus xhispanica";1950;"100-200 cm";"";"Beeldbepalende waarde";"";"12618";"N058";"Monumentale boom";"BOOM_50_80";"12618.jpg";"Ja";"";"POINT(4.930515,52.3925253)";"POINT(52.3925253,4.930515)";4.930515;52.3925253;
669;"Gewone plataan";"Platanus xhispanica";1950;"100-200 cm";"";"Beeldbepalende waarde";"";"12619";"N059";"Monumentale boom";"BOOM_50_80";"12619.jpg";"Ja";"";"POINT(4.9307148,52.3925406)";"POINT(52.3925406,4.9307148)";4.9307148;52.3925406;
670;"Gewone plataan";"Platanus xhispanica";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"12620";"N060";"Monumentale boom";"BOOM_50_80";"12620.jpg";"Ja";"";"POINT(4.9309132,52.3925521)";"POINT(52.3925521,4.9309132)";4.9309132;52.3925521;
671;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"19988";"N061";"Monumentale boom";"BOOM_50_80";"19988.jpg";"Ja";"";"POINT(4.9215152,52.3969885)";"POINT(52.3969885,4.9215152)";4.9215152;52.3969885;
672;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"19989";"N062";"Monumentale boom";"BOOM_50_80";"19989.jpg";"Ja";"";"POINT(4.9213931,52.3971068)";"POINT(52.3971068,4.9213931)";4.9213931;52.3971068;
673;"Gewone es";"Fraxinus excelsior `Doorenbos`";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"19994";"N063";"Monumentale boom";"BOOM_50_80";"19994.jpg";"Ja";"";"POINT(4.9207642,52.3971449)";"POINT(52.3971449,4.9207642)";4.9207642;52.3971449;
674;"Es";"Fraxinus angust. `Monophylla`";1960;"100-200 cm";"";"Beeldbepalende waarde";"";"20528";"N064";"Monumentale boom";"BOOM_50_80";"20528.jpg";"Ja";"";"POINT(4.9185669,52.392182)";"POINT(52.392182,4.9185669)";4.9185669;52.392182;
675;"Es";"Fraxinus angust. `Monophylla`";1960;"100-200 cm";"";"Beeldbepalende waarde";"";"20529";"N065";"Monumentale boom";"BOOM_50_80";"20529.jpg";"Ja";"";"POINT(4.9186318,52.3921477)";"POINT(52.3921477,4.9186318)";4.9186318;52.3921477;
676;"Gewone es";"Fraxinus excelsior `Westhofs Glorie`";1960;"200-300 cm";"";"Beeldbepalende waarde";"";"20530";"N066";"Monumentale boom";"BOOM_50_80";"20530.jpg";"Ja";"";"POINT(4.9187362,52.3921134)";"POINT(52.3921134,4.9187362)";4.9187362;52.3921134;
677;"Gele treurwilg";"Salix sepulcralis `Tristis`";1950;"300-400 cm";"";"Beeldbepalende waarde";"";"20547";"N067";"Monumentale boom";"BOOM_50_80";"20547.jpg";"Ja";"";"POINT(4.9175661,52.3917472)";"POINT(52.3917472,4.9175661)";4.9175661;52.3917472;
678;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20619";"N068";"Monumentale boom";"BOOM_50_80";"20619.jpg";"Ja";"";"POINT(4.919832,52.3925521)";"POINT(52.3925521,4.919832)";4.919832;52.3925521;
679;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20621";"N069";"Monumentale boom";"BOOM_50_80";"20621.jpg";"Ja";"";"POINT(4.9197042,52.3923003)";"POINT(52.3923003,4.9197042)";4.9197042;52.3923003;
680;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"100-200 cm";"";"Beeldbepalende waarde";"";"20626";"N070";"Monumentale boom";"BOOM_50_80";"20626.jpg";"Ja";"";"POINT(4.9193699,52.3916594)";"POINT(52.3916594,4.9193699)";4.9193699;52.3916594;
681;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20650";"N071";"Monumentale boom";"BOOM_50_80";"20650.jpg";"Ja";"";"POINT(4.920614,52.3942992)";"POINT(52.3942992,4.920614)";4.920614;52.3942992;
682;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20651";"N072";"Monumentale boom";"BOOM_50_80";"20651.jpg";"Ja";"";"POINT(4.920542,52.3941657)";"POINT(52.3941657,4.920542)";4.920542;52.3941657;
683;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20652";"N073";"Monumentale boom";"BOOM_50_80";"20652.jpg";"Ja";"";"POINT(4.9204791,52.394036)";"POINT(52.394036,4.9204791)";4.9204791;52.394036;
684;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20657";"N075";"Monumentale boom";"BOOM_50_80";"20657.jpg";"Ja";"";"POINT(4.9201462,52.3933951)";"POINT(52.3933951,4.9201462)";4.9201462;52.3933951;
685;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20658";"N076";"Monumentale boom";"BOOM_50_80";"20658.jpg";"Ja";"";"POINT(4.9200761,52.3932654)";"POINT(52.3932654,4.9200761)";4.9200761;52.3932654;
686;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20659";"N077";"Monumentale boom";"BOOM_50_80";"20659.jpg";"Ja";"";"POINT(4.9200151,52.3931433)";"POINT(52.3931433,4.9200151)";4.9200151;52.3931433;
687;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"200-300 cm";"";"Beeldbepalende waarde";"";"20665";"N078";"Monumentale boom";"BOOM_50_80";"20665.jpg";"Ja";"";"POINT(4.9196241,52.3923804)";"POINT(52.3923804,4.9196241)";4.9196241;52.3923804;
688;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20667";"N079";"Monumentale boom";"BOOM_50_80";"20667.jpg";"Ja";"";"POINT(4.919493,52.3921172)";"POINT(52.3921172,4.919493)";4.919493;52.3921172;
689;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20669";"N080";"Monumentale boom";"BOOM_50_80";"20669.jpg";"Ja";"";"POINT(4.9193571,52.3918654)";"POINT(52.3918654,4.9193571)";4.9193571;52.3918654;
690;"Zomereik";"Quercus robur";1955;"200-300 cm";"";"Beeldbepalende waarde";"";"20709";"N081";"Monumentale boom";"BOOM_50_80";"20709.jpg";"Ja";"";"POINT(4.9201648,52.3947875)";"POINT(52.3947875,4.9201648)";4.9201648;52.3947875;
691;"Hollandse iep";"Ulmus xhollandica `Belgica`";1940;"300-400 cm";"";"Beeldbepalende waarde";"";"20718";"N083";"Monumentale boom";"BOOM_50_80";"20718.jpg";"Ja";"";"POINT(4.9209411,52.3949324)";"POINT(52.3949324,4.9209411)";4.9209411;52.3949324;
692;"Zwarte els";"Alnus glutinosa `Laciniata`";1955;"100-200 cm";"";"Beeldbepalende waarde";"";"20798";"N084";"Monumentale boom";"BOOM_50_80";"20798.jpg";"Ja";"";"POINT(4.9191811,52.3945166)";"POINT(52.3945166,4.9191811)";4.9191811;52.3945166;
693;"Trompetboom";"Catalpa bignonioides";1955;"200-300 cm";"";"Beeldbepalende waarde";"";"20838";"N085";"Monumentale boom";"BOOM_50_80";"20838.jpg";"Ja";"";"POINT(4.917742,52.3935668)";"POINT(52.3935668,4.917742)";4.917742;52.3935668;
694;"Moseik (Turkse eik)";"Quercus cerris";1955;"100-200 cm";"";"Beeldbepalende waarde";"";"20843";"N086";"Monumentale boom";"BOOM_50_80";"20843.jpg";"Ja";"";"POINT(4.9179761,52.3927695)";"POINT(52.3927695,4.9179761)";4.9179761;52.3927695;
695;"Zomereik";"Quercus robur";1920;"300-400 cm";"";"Beeldbepalende waarde";"";"20849";"N087";"Monumentale boom";"BOOM_80_100";"20849.jpg";"Ja";"";"POINT(4.9181111,52.3943144)";"POINT(52.3943144,4.9181111)";4.9181111;52.3943144;
696;"Es";"Fraxinus angustifolia";1960;"100-200 cm";"";"Beeldbepalende waarde";"";"20850";"N088";"Monumentale boom";"BOOM_50_80";"20850.jpg";"Ja";"";"POINT(4.9178669,52.3943106)";"POINT(52.3943106,4.9178669)";4.9178669;52.3943106;
697;"Zomereik";"Quercus robur";1955;"200-300 cm";"";"Beeldbepalende waarde";"";"20851";"N089";"Monumentale boom";"BOOM_50_80";"20851.jpg";"Ja";"";"POINT(4.9180019,52.3942)";"POINT(52.3942,4.9180019)";4.9180019;52.3942;
698;"Gewone es";"Fraxinus excelsior";1940;"200-300 cm";"";"Beeldbepalende waarde";"";"20852";"N090";"Monumentale boom";"BOOM_50_80";"20852.jpg";"Ja";"";"POINT(4.917875,52.3941924)";"POINT(52.3941924,4.917875)";4.917875;52.3941924;
699;"Gewone beuk";"Fagus sylvatica";1955;"200-300 cm";"";"Beeldbepalende waarde";"";"20853";"N091";"Monumentale boom";"BOOM_50_80";"20853.jpg";"Ja";"";"POINT(4.9179079,52.3941466)";"POINT(52.3941466,4.9179079)";4.9179079;52.3941466;
700;"Trompetboom";"Catalpa bignonioides";1940;"200-300 cm";"";"Beeldbepalende waarde";"";"20857";"N092";"Monumentale boom";"BOOM_50_80";"20857.jpg";"Ja";"";"POINT(4.9172628,52.3926512)";"POINT(52.3926512,4.9172628)";4.9172628;52.3926512;
701;"Gewone beuk";"Fagus sylvatica";1940;"200-300 cm";"";"Beeldbepalende waarde";"";"20868";"N093";"Monumentale boom";"BOOM_50_80";"20868.jpg";"Ja";"";"POINT(4.91799,52.3944747)";"POINT(52.3944747,4.91799)";4.91799;52.3944747;
702;"Zilveresdoorn";"Acer saccharinum";1940;"> 500 cm";"";"Beeldbepalende waarde";"";"20977";"N094";"Monumentale boom";"BOOM_50_80";"20977.jpg";"Ja";"";"POINT(4.919172,52.3952376)";"POINT(52.3952376,4.919172)";4.919172;52.3952376;
703;"Es";"Fraxinus angustifolia";1940;"200-300 cm";"";"Beeldbepalende waarde";"";"21039";"N095";"Monumentale boom";"BOOM_50_80";"21039.jpg";"Ja";"";"POINT(4.9207871,52.3962714)";"POINT(52.3962714,4.9207871)";4.9207871;52.3962714;
704;"Gewone plataan";"Platanus xhispanica";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"21125";"N096";"Monumentale boom";"BOOM_50_80";"21125.jpg";"Ja";"";"POINT(4.91694,52.3927847)";"POINT(52.3927847,4.91694)";4.91694;52.3927847;
705;"Gewone plataan";"Platanus xhispanica";1950;"100-200 cm";"";"Beeldbepalende waarde";"";"21126";"N097";"Monumentale boom";"BOOM_50_80";"21126.jpg";"Ja";"";"POINT(4.9170549,52.3928877)";"POINT(52.3928877,4.9170549)";4.9170549;52.3928877;
706;"Gewone plataan";"Platanus xhispanica";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"21158";"N098";"Monumentale boom";"BOOM_50_80";"21158.jpg";"Ja";"";"POINT(4.9170511,52.3930098)";"POINT(52.3930098,4.9170511)";4.9170511;52.3930098;
707;"Kegelvormige haagbeuk";"Carpinus betulus `Fastigiata`";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"21509";"N099";"Monumentale boom";"BOOM_50_80";"21509.jpg";"Ja";"";"POINT(4.9145009,52.3966452)";"POINT(52.3966452,4.9145009)";4.9145009;52.3966452;
708;"Kegelvormige haagbeuk";"Carpinus betulus `Fastigiata`";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"21510";"N100";"Monumentale boom";"BOOM_50_80";"21510.jpg";"Ja";"";"POINT(4.9145319,52.3966185)";"POINT(52.3966185,4.9145319)";4.9145319;52.3966185;
709;"Kegelvormige haagbeuk";"Carpinus betulus `Fastigiata`";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"21511";"N101";"Monumentale boom";"BOOM_50_80";"21511.jpg";"Ja";"";"POINT(4.914531,52.3965918)";"POINT(52.3965918,4.914531)";4.914531;52.3965918;
710;"Kegelvormige haagbeuk";"Carpinus betulus `Fastigiata`";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"21512";"N102";"Monumentale boom";"BOOM_50_80";"21512.jpg";"Ja";"";"POINT(4.9147098,52.3961989)";"POINT(52.3961989,4.9147098)";4.9147098;52.3961989;
711;"Rode paardenkastanje";"Aesculus x carnea";1950;"200-300 cm";"";"Beeldbepalende waarde";"";"21513";"N103";"Monumentale boom";"BOOM_50_80";"21513.jpg";"Ja";"";"POINT(4.9145629,52.3961226)";"POINT(52.3961226,4.9145629)";4.9145629;52.3961226;
712;"Hollandse iep";"Ulmus xhollandica `Belgica`";1955;"200-300 cm";"";"Beeldbepalende waarde";"";"24650";"N104";"Monumentale boom";"BOOM_50_80";"24650.jpg";"Ja";"";"POINT(4.912524,52.3849112)";"POINT(52.3849112,4.912524)";4.912524;52.3849112;
713;"Hollandse iep";"Ulmus xhollandica `Belgica`";1955;"300-400 cm";"";"Beeldbepalende waarde";"";"24651";"N105";"Monumentale boom";"BOOM_50_80";"24651.jpg";"Ja";"";"POINT(4.912328,52.3847624)";"POINT(52.3847624,4.912328)";4.912328;52.3847624;
